#Top: design_1_wrapper   Floorplan: rtl_1   Part: xc7z010clg400-2,,,,,,,,,,,,,,,,,,,,,,,,,,,
#Generated by: austi   on: Thu Dec 25 12:28:12 2025,,,,,,,,,,,,,,,,,,,,,,,,,,,
#Build: Vivado v2024.2   by: xbuild   on: Fri Nov 08 22:35:27 MST 2024,,,,,,,,,,,,,,,,,,,,,,,,,,,
#Package Version: FINAL 2012-10-23,,,,,,,,,,,,,,,,,,,,,,,,,,,
#Package Pin Delay Version: VERS. 2.0 2012-10-23,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
IO Bank,Pin Number,Site,Site Type,Min Trace Delay (ps),Max Trace Delay (ps),Avg Package Delay,Prohibit,Interface,Signal Name,Direction,DiffPair Type,DiffPair Signal,IO Standard,Drive (mA),Slew Rate,OUTPUT_IMPEDANCE,PRE_EMPHASIS,LVDS_PRE_EMPHASIS,OFFSET_CONTROL,EQUALIZATION,Pull Type,DQS_BIAS,IN_TERM,DIFF_TERM,OFFCHIP_TERM,Board Signal,Board Voltage
501,E14,IOPAD_X1Y94,PS_MIO17_501,176.104,177.874,176.989,,FIXED_IO_54576,FIXED_IO_mio[17],INOUT,,,LVCMOS18,12,SLOW,,,,,,,,,,FP_VTT_50,,
501,A19,IOPAD_X1Y93,PS_MIO16_501,174.126,175.876,175.001,,FIXED_IO_54576,FIXED_IO_mio[16],INOUT,,,LVCMOS18,12,SLOW,,,,,,,,,,FP_VTT_50,,
500,C8,IOPAD_X1Y92,PS_MIO15_500,92.568,93.498,93.033,,FIXED_IO_54576,FIXED_IO_mio[15],INOUT,,,LVCMOS18,12,SLOW,,,,,,,,,,FP_VTT_50,,
500,C5,IOPAD_X1Y91,PS_MIO14_500,75.24,75.996,75.618,,FIXED_IO_54576,FIXED_IO_mio[14],INOUT,,,LVCMOS18,12,SLOW,,,,,,,,,,FP_VTT_50,,
500,E8,IOPAD_X1Y90,PS_MIO13_500,86.689,87.56,87.1245,,FIXED_IO_54576,FIXED_IO_mio[13],INOUT,,,LVCMOS18,12,SLOW,,,,,,,,,,FP_VTT_50,,
500,D9,IOPAD_X1Y89,PS_MIO12_500,106.46,107.53,106.995,,FIXED_IO_54576,FIXED_IO_mio[12],INOUT,,,LVCMOS18,12,SLOW,,,,,,,,,,FP_VTT_50,,
500,C6,IOPAD_X1Y88,PS_MIO11_500,93.998,94.943,94.4705,,FIXED_IO_54576,FIXED_IO_mio[11],INOUT,,,LVCMOS18,12,SLOW,,,,,,,,,,FP_VTT_50,,
500,E9,IOPAD_X1Y87,PS_MIO10_500,84.862,85.715,85.2885,,FIXED_IO_54576,FIXED_IO_mio[10],INOUT,,,LVCMOS18,12,SLOW,,,,,,,,,,FP_VTT_50,,
500,B5,IOPAD_X1Y86,PS_MIO9_500,89.596,90.497,90.0465,,FIXED_IO_54576,FIXED_IO_mio[9],INOUT,,,LVCMOS18,12,SLOW,,,,,,,,,,FP_VTT_50,,
500,D5,IOPAD_X1Y85,PS_MIO8_500,60.358,60.965,60.6615,,FIXED_IO_54576,FIXED_IO_mio[8],INOUT,,,LVCMOS18,12,SLOW,,,,,,,,,,FP_VTT_50,,
500,D8,IOPAD_X1Y84,PS_MIO7_500,109.475,110.575,110.025,,FIXED_IO_54576,FIXED_IO_mio[7],INOUT,,,LVCMOS18,12,SLOW,,,,,,,,,,FP_VTT_50,,
500,A5,IOPAD_X1Y83,PS_MIO6_500,96.042,97.007,96.5245,,FIXED_IO_54576,FIXED_IO_mio[6],INOUT,,,LVCMOS18,12,SLOW,,,,,,,,,,FP_VTT_50,,
500,A6,IOPAD_X1Y82,PS_MIO5_500,105.427,106.486,105.9565,,FIXED_IO_54576,FIXED_IO_mio[5],INOUT,,,LVCMOS18,12,SLOW,,,,,,,,,,FP_VTT_50,,
500,B7,IOPAD_X1Y81,PS_MIO4_500,85.857,86.72,86.2885,,FIXED_IO_54576,FIXED_IO_mio[4],INOUT,,,LVCMOS18,12,SLOW,,,,,,,,,,FP_VTT_50,,
500,D6,IOPAD_X1Y80,PS_MIO3_500,65.423,66.08,65.7515,,FIXED_IO_54576,FIXED_IO_mio[3],INOUT,,,LVCMOS18,12,SLOW,,,,,,,,,,FP_VTT_50,,
500,B8,IOPAD_X1Y79,PS_MIO2_500,131.722,133.046,132.384,,FIXED_IO_54576,FIXED_IO_mio[2],INOUT,,,LVCMOS18,12,SLOW,,,,,,,,,,FP_VTT_50,,
500,A7,IOPAD_X1Y78,PS_MIO1_500,128.207,129.495,128.851,,FIXED_IO_54576,FIXED_IO_mio[1],INOUT,,,LVCMOS18,12,SLOW,,,,,,,,,,FP_VTT_50,,
500,E6,IOPAD_X1Y77,PS_MIO0_500,58.594,59.183,58.8885,,FIXED_IO_54576,FIXED_IO_mio[0],INOUT,,,LVCMOS18,12,SLOW,,,,,,,,,,FP_VTT_50,,
502,G5,IOPAD_X1Y2,PS_DDR_VRN_502,83.212,84.049,83.6305,,FIXED_IO_54576,FIXED_IO_ddr_vrn,INOUT,,,SSTL15_T_DCI,,FAST,,,,,,,,,,FP_VTT_50,,
502,H5,IOPAD_X1Y3,PS_DDR_VRP_502,88.98,89.874,89.427,,FIXED_IO_54576,FIXED_IO_ddr_vrp,INOUT,,,SSTL15_T_DCI,,FAST,,,,,,,,,,FP_VTT_50,,
500,E7,IOPAD_X1Y26,PS_CLK_500,90.19,91.096,90.643,,FIXED_IO_54576,FIXED_IO_ps_clk,INOUT,,,LVCMOS33,12,FAST,,,,,,,,,,FP_VTT_50,,
500,C7,IOPAD_X1Y132,PS_POR_B_500,88.035,88.92,88.4775,,FIXED_IO_54576,FIXED_IO_ps_porb,INOUT,,,LVCMOS33,12,FAST,,,,,,,,,,FP_VTT_50,,
501,B10,IOPAD_X1Y134,PS_SRST_B_501,75.877,76.639,76.258,,FIXED_IO_54576,FIXED_IO_ps_srstb,INOUT,,,LVCMOS33,12,FAST,,,,,,,,,,FP_VTT_50,,
0,L10,IPAD_X0Y1,VN_0,110.777,111.89,111.3335,,,,,,,,,,,,,,,,,,,,,
0,K9,IPAD_X0Y0,VP_0,126.3,127.57,126.935,,,,,,,,,,,,,,,,,,,,,
0,R11,,DONE_0,28.057,28.339,28.198,,,,,,,,,,,,,,,,,,,,,
0,M9,,DXP_0,75.902,76.665,76.2835,,,,,,,,,,,,,,,,,,,,,
0,J10,,GNDADC_0,,,,,,,,,,,,,,,,,,,,,,,,
0,J9,,VCCADC_0,,,,,,,,,,,,,,,,,,,,,,,,
0,L9,,VREFP_0,62.569,63.198,62.8835,,,,,,,,,,,,,,,,,,,,,
0,F11,,VCCBATT_0,,,,,,,,,,,,,,,,,,,,,,,,
0,F9,,TCK_0,53.409,53.945,53.677,,,,,,,,,,,,,,,,,,,,,
0,M10,,DXN_0,123.32,124.56,123.94,,,,,,,,,,,,,,,,,,,,,
0,K10,,VREFN_0,58.959,59.552,59.2555,,,,,,,,,,,,,,,,,,,,,
0,R10,,INIT_B_0,79.069,79.863,79.466,,,,,,,,,,,,,,,,,,,,,
0,G6,,TDI_0,155.417,156.979,156.198,,,,,,,,,,,,,,,,,,,,,
0,F6,,TDO_0,146.984,148.461,147.7225,,,,,,,,,,,,,,,,,,,,,
0,M6,,CFGBVS_0,83.697,84.538,84.1175,,,,,,,,,,,,,,,,,,,,CFGBVS_0,
0,L6,,PROGRAM_B_0,94.078,95.023,94.5505,,,,,,,,,,,,,,,,,,,,,
0,J6,,TMS_0,103.659,104.701,104.18,,,,,,,,,,,,,,,,,,,,,
0,K6,,VCCO_0,,,,,,,,,,,,,,,,,,,,,,,VCCO_0,
13,T8,,VCCO_13,,,,,,,,,,,,,,,,,,,,,,,VCCO_13,
13,U11,,VCCO_13,,,,,,,,,,,,,,,,,,,,,,,VCCO_13,
13,W7,,VCCO_13,,,,,,,,,,,,,,,,,,,,,,,VCCO_13,
13,Y10,,VCCO_13,,,,,,,,,,,,,,,,,,,,,,,VCCO_13,
34,R19,IOB_X0Y49,IO_0_34,92.583,93.513,93.048,,,,,,,,,,,,,,,,,,,,,
34,T11,IOB_X0Y48,IO_L1P_T0_34,159.596,161.2,160.398,,,,,,,,,,,,,,,,,,,,,
34,T10,IOB_X0Y47,IO_L1N_T0_34,151.973,153.501,152.737,,,,,,,,,,,,,,,,,,,,,
34,T12,IOB_X0Y46,IO_L2P_T0_34,136.439,137.81,137.1245,,,,,,,,,,,,,,,,,,,,,
34,U12,IOB_X0Y45,IO_L2N_T0_34,145.702,147.166,146.434,,,,,,,,,,,,,,,,,,,,,
34,U13,IOB_X0Y44,IO_L3P_T0_DQS_PUDC_B_34,114.629,115.781,115.205,,,,,,,,,,,,,,,,,,,,,
34,V13,IOB_X0Y43,IO_L3N_T0_DQS_34,114.047,115.193,114.62,,,,,,,,,,,,,,,,,,,,,
34,V12,IOB_X0Y42,IO_L4P_T0_34,127.479,128.76,128.1195,,,,,,,,,,,,,,,,,,,,,
34,W13,IOB_X0Y41,IO_L4N_T0_34,133.902,135.248,134.575,,,,,,,,,,,,,,,,,,,,,
34,T14,IOB_X0Y40,IO_L5P_T0_34,103.511,104.551,104.031,,,,,,,,,,,,,,,,,,,,,
34,T15,IOB_X0Y39,IO_L5N_T0_34,106.406,107.475,106.9405,,,,,,,,,,,,,,,,,,,,,
34,P14,IOB_X0Y38,IO_L6P_T0_34,112.35,113.479,112.9145,,,,,,,,,,,,,,,,,,,,,
34,R14,IOB_X0Y37,IO_L6N_T0_VREF_34,107.461,108.541,108.001,,,,,,,,,,,,,,,,,,,,,
34,Y16,IOB_X0Y36,IO_L7P_T1_34,161.431,163.053,162.242,,,,,,,,,,,,,,,,,,,,,
34,Y17,IOB_X0Y35,IO_L7N_T1_34,154.669,156.224,155.4465,,,,,,,,,,,,,,,,,,,,,
34,W14,IOB_X0Y34,IO_L8P_T1_34,177.132,178.912,178.022,,,,,,,,,,,,,,,,,,,,,
34,Y14,IOB_X0Y33,IO_L8N_T1_34,179.653,181.459,180.556,,,,,,,,,,,,,,,,,,,,,
34,T16,IOB_X0Y32,IO_L9P_T1_DQS_34,123.017,124.253,123.635,,,,,,,,,,,,,,,,,,,,,
34,U17,IOB_X0Y31,IO_L9N_T1_DQS_34,119.828,121.032,120.43,,,,,,,,,,,,,,,,,,,,,
34,V15,IOB_X0Y30,IO_L10P_T1_34,163.541,165.184,164.3625,,,,,,,,,,,,,,,,,,,,,
34,W15,IOB_X0Y29,IO_L10N_T1_34,157.199,158.779,157.989,,,,,,,,,,,,,,,,,,,,,
34,U14,IOB_X0Y28,IO_L11P_T1_SRCC_34,155.508,157.071,156.2895,,,,,,,,,,,,,,,,,,,,,
34,U15,IOB_X0Y27,IO_L11N_T1_SRCC_34,151.744,153.269,152.5065,,,,,,,,,,,,,,,,,,,,,
34,U18,IOB_X0Y26,IO_L12P_T1_MRCC_34,124.974,126.23,125.602,,,,,,,,,,,,,,,,,,,,,
34,U19,IOB_X0Y25,IO_L12N_T1_MRCC_34,123.085,124.322,123.7035,,,,,,,,,,,,,,,,,,,,,
34,N18,IOB_X0Y24,IO_L13P_T2_MRCC_34,87.3,88.178,87.739,,,,,,,,,,,,,,,,,,,,,
34,P19,IOB_X0Y23,IO_L13N_T2_MRCC_34,89.507,90.406,89.9565,,,,,,,,,,,,,,,,,,,,,
34,N20,IOB_X0Y22,IO_L14P_T2_SRCC_34,89.207,90.103,89.655,,,,,,,,,,,,,,,,,,,,,
34,P20,IOB_X0Y21,IO_L14N_T2_SRCC_34,89.333,90.23,89.7815,,,,,,,,,,,,,,,,,,,,,
34,T20,IOB_X0Y20,IO_L15P_T2_DQS_34,77.838,78.62,78.229,,,,,,,,,,,,,,,,,,,,,
34,U20,IOB_X0Y19,IO_L15N_T2_DQS_34,74.035,74.779,74.407,,,,,,,,,,,,,,,,,,,,,
34,V20,IOB_X0Y18,IO_L16P_T2_34,85.087,85.942,85.5145,,,,,,,,,,,,,,,,,,,,,
34,W20,IOB_X0Y17,IO_L16N_T2_34,87.059,87.934,87.4965,,,,,,,,,,,,,,,,,,,,,
34,Y18,IOB_X0Y16,IO_L17P_T2_34,93.46,94.4,93.93,,,,,,,,,,,,,,,,,,,,,
34,Y19,IOB_X0Y15,IO_L17N_T2_34,86.752,87.624,87.188,,,,,,,,,,,,,,,,,,,,,
34,V16,IOB_X0Y14,IO_L18P_T2_34,66.501,67.169,66.835,,,,,,,,,,,,,,,,,,,,,
34,W16,IOB_X0Y13,IO_L18N_T2_34,71.436,72.154,71.795,,,,,,,,,,,,,,,,,,,,,
34,R16,IOB_X0Y12,IO_L19P_T3_34,46.587,47.055,46.821,,,,,,,,,,,,,,,,,,,,,
34,R17,IOB_X0Y11,IO_L19N_T3_VREF_34,42.543,42.971,42.757,,,,,,,,,,,,,,,,,,,,,
34,T17,IOB_X0Y10,IO_L20P_T3_34,53.238,53.773,53.5055,,,,,,,,,,,,,,,,,,,,,
34,R18,IOB_X0Y9,IO_L20N_T3_34,54.437,54.984,54.7105,,,,,,,,,,,,,,,,,,,,,
34,V17,IOB_X0Y8,IO_L21P_T3_DQS_34,71.113,71.827,71.47,,,,,,,,,,,,,,,,,,,,,
34,V18,IOB_X0Y7,IO_L21N_T3_DQS_34,67.699,68.379,68.039,,,,,,,,,,,,,,,,,,,,,
34,W18,IOB_X0Y6,IO_L22P_T3_34,68.318,69.005,68.6615,,,,,,,,,,,,,,,,,,,,,
34,W19,IOB_X0Y5,IO_L22N_T3_34,66.83,67.502,67.166,,,,,,,,,,,,,,,,,,,,,
34,N17,IOB_X0Y4,IO_L23P_T3_34,90.857,91.77,91.3135,,,,,,,,,,,,,,,,,,,,,
34,P18,IOB_X0Y3,IO_L23N_T3_34,82.399,83.227,82.813,,,,,,,,,,,,,,,,,,,,,
34,P15,IOB_X0Y2,IO_L24P_T3_34,46.371,46.837,46.604,,,,,,,,,,,,,,,,,,,,,
34,P16,IOB_X0Y1,IO_L24N_T3_34,49.046,49.539,49.2925,,,,,,,,,,,,,,,,,,,,,
34,T19,IOB_X0Y0,IO_25_34,60.32,60.927,60.6235,,,,,,,,,,,,,,,,,,,,,
34,N19,,VCCO_34,,,,,,,,,,,,,,,,,,,,,,,VCCO_34,
34,R15,,VCCO_34,,,,,,,,,,,,,,,,,,,,,,,VCCO_34,
34,T18,,VCCO_34,,,,,,,,,,,,,,,,,,,,,,,VCCO_34,
34,V14,,VCCO_34,,,,,,,,,,,,,,,,,,,,,,,VCCO_34,
34,W17,,VCCO_34,,,,,,,,,,,,,,,,,,,,,,,VCCO_34,
34,Y20,,VCCO_34,,,,,,,,,,,,,,,,,,,,,,,VCCO_34,
35,G14,IOB_X0Y99,IO_0_35,26.516,26.782,26.649,,,,,,,,,,,,,,,,,,,,,
35,C20,IOB_X0Y98,IO_L1P_T0_AD0P_35,70.61,71.32,70.965,,,,,,,,,,,,,,,,,,,,,
35,B20,IOB_X0Y97,IO_L1N_T0_AD0N_35,72.505,73.234,72.8695,,,,,,,,,,,,,,,,,,,,,
35,B19,IOB_X0Y96,IO_L2P_T0_AD8P_35,75.48,76.238,75.859,,,,,,,,,,,,,,,,,,,,,
35,A20,IOB_X0Y95,IO_L2N_T0_AD8N_35,79.027,79.821,79.424,,,,,,,,,,,,,,,,,,,,,
35,E17,IOB_X0Y94,IO_L3P_T0_DQS_AD1P_35,50.97,51.482,51.226,,,,,,,,,,,,,,,,,,,,,
35,D18,IOB_X0Y93,IO_L3N_T0_DQS_AD1N_35,50.667,51.176,50.9215,,,,,,,,,,,,,,,,,,,,,
35,D19,IOB_X0Y92,IO_L4P_T0_35,72.521,73.25,72.8855,,,,,,,,,,,,,,,,,,,,,
35,D20,IOB_X0Y91,IO_L4N_T0_35,70.478,71.186,70.832,,,,,,,,,,,,,,,,,,,,,
35,E18,IOB_X0Y90,IO_L5P_T0_AD9P_35,57.098,57.672,57.385,,,,,,,,,,,,,,,,,,,,,
35,E19,IOB_X0Y89,IO_L5N_T0_AD9N_35,70.884,71.596,71.24,,,,,,,,,,,,,,,,,,,,,
35,F16,IOB_X0Y88,IO_L6P_T0_35,54.876,55.428,55.152,,,,,,,,,,,,,,,,,,,,,
35,F17,IOB_X0Y87,IO_L6N_T0_VREF_35,52,52.523,52.2615,,,,,,,,,,,,,,,,,,,,,
35,M19,IOB_X0Y86,IO_L7P_T1_AD2P_35,140.704,142.118,141.411,,,,,,,,,,,,,,,,,,,,,
35,M20,IOB_X0Y85,IO_L7N_T1_AD2N_35,130.956,132.272,131.614,,,,,,,,,,,,,,,,,,,,,
35,M17,IOB_X0Y84,IO_L8P_T1_AD10P_35,135.672,137.036,136.354,,,,,,,,,,,,,,,,,,,,,
35,M18,IOB_X0Y83,IO_L8N_T1_AD10N_35,129.401,130.702,130.0515,,,,,,,,,,,,,,,,,,,,,
35,L19,IOB_X0Y82,IO_L9P_T1_DQS_AD3P_35,104.377,105.426,104.9015,,,,,,,,,,,,,,,,,,,,,
35,L20,IOB_X0Y81,IO_L9N_T1_DQS_AD3N_35,106.07,107.136,106.603,,,,,,,,,,,,,,,,,,,,,
35,K19,IOB_X0Y80,IO_L10P_T1_AD11P_35,83.354,84.192,83.773,,,,,,,,,,,,,,,,,,,,,
35,J19,IOB_X0Y79,IO_L10N_T1_AD11N_35,86.159,87.024,86.5915,,,,,,,,,,,,,,,,,,,,,
35,L16,IOB_X0Y78,IO_L11P_T1_SRCC_35,86.535,87.405,86.97,,,,,,,,,,,,,,,,,,,,,
35,L17,IOB_X0Y77,IO_L11N_T1_SRCC_35,89.427,90.325,89.876,,,,,,,,,,,,,,,,,,,,,
35,K17,IOB_X0Y76,IO_L12P_T1_MRCC_35,87,87.874,87.437,,,,,,,,,,,,,,,,,,,,,
35,K18,IOB_X0Y75,IO_L12N_T1_MRCC_35,84.128,84.973,84.5505,,,,,,,,,,,,,,,,,,,,,
35,H16,IOB_X0Y74,IO_L13P_T2_MRCC_35,52.78,53.311,53.0455,,,,,,,,,,,,,,,,,,,,,
35,H17,IOB_X0Y73,IO_L13N_T2_MRCC_35,54.151,54.695,54.423,,,,,,,,,,,,,,,,,,,,,
35,J18,IOB_X0Y72,IO_L14P_T2_AD4P_SRCC_35,74.113,74.858,74.4855,,,,,,,,,,,,,,,,,,,,,
35,H18,IOB_X0Y71,IO_L14N_T2_AD4N_SRCC_35,70.682,71.392,71.037,,,,,,,,,,,,,,,,,,,,,
35,F19,IOB_X0Y70,IO_L15P_T2_DQS_AD12P_35,62.801,63.432,63.1165,,,,,,,,,,,,,,,,,,,,,
35,F20,IOB_X0Y69,IO_L15N_T2_DQS_AD12N_35,62.485,63.113,62.799,,,,,,,,,,,,,,,,,,,,,
35,G17,IOB_X0Y68,IO_L16P_T2_35,66.77,67.441,67.1055,,,,,,,,,,,,,,,,,,,,,
35,G18,IOB_X0Y67,IO_L16N_T2_35,57.106,57.68,57.393,,,,,,,,,,,,,,,,,,,,,
35,J20,IOB_X0Y66,IO_L17P_T2_AD5P_35,59.227,59.822,59.5245,,,,,,,,,,,,,,,,,,,,,
35,H20,IOB_X0Y65,IO_L17N_T2_AD5N_35,57.603,58.182,57.8925,,,,,,,,,,,,,,,,,,,,,
35,G19,IOB_X0Y64,IO_L18P_T2_AD13P_35,63.665,64.304,63.9845,,,,,,,,,,,,,,,,,,,,,
35,G20,IOB_X0Y63,IO_L18N_T2_AD13N_35,60.708,61.318,61.013,,,,,,,,,,,,,,,,,,,,,
35,H15,IOB_X0Y62,IO_L19P_T3_35,56.276,56.842,56.559,,,,,,,,,,,,,,,,,,,,,
35,G15,IOB_X0Y61,IO_L19N_T3_VREF_35,47.987,48.469,48.228,,,,,,,,,,,,,,,,,,,,,
35,K14,IOB_X0Y60,IO_L20P_T3_AD6P_35,101.242,102.26,101.751,,,,,,,,,,,,,,,,,,,,,
35,J14,IOB_X0Y59,IO_L20N_T3_AD6N_35,99.181,100.178,99.6795,,,,,,,,,,,,,,,,,,,,,
35,N15,IOB_X0Y58,IO_L21P_T3_DQS_AD14P_35,72.168,72.894,72.531,,,,,,,,,,,,,,,,,,,,,
35,N16,IOB_X0Y57,IO_L21N_T3_DQS_AD14N_35,69.606,70.306,69.956,,,,,,,,,,,,,,,,,,,,,
35,L14,IOB_X0Y56,IO_L22P_T3_AD7P_35,86.934,87.808,87.371,,,,,,,,,,,,,,,,,,,,,
35,L15,IOB_X0Y55,IO_L22N_T3_AD7N_35,86.268,87.135,86.7015,,,,,,,,,,,,,,,,,,,,,
35,M14,IOB_X0Y54,IO_L23P_T3_35,71.723,72.444,72.0835,,,,,,,,,,,,,,,,,,,,,
35,M15,IOB_X0Y53,IO_L23N_T3_35,79.602,80.402,80.002,,,,,,,,,,,,,,,,,,,,,
35,K16,IOB_X0Y52,IO_L24P_T3_AD15P_35,53.677,54.216,53.9465,,,,,,,,,,,,,,,,,,,,,
35,J16,IOB_X0Y51,IO_L24N_T3_AD15N_35,61.864,62.486,62.175,,,,,,,,,,,,,,,,,,,,,
35,J15,IOB_X0Y50,IO_25_35,53.844,54.385,54.1145,,,,,,,,,,,,,,,,,,,,,
35,C19,,VCCO_35,,,,,,,,,,,,,,,,,,,,,,,VCCO_35,
35,F18,,VCCO_35,,,,,,,,,,,,,,,,,,,,,,,VCCO_35,
35,H14,,VCCO_35,,,,,,,,,,,,,,,,,,,,,,,VCCO_35,
35,J17,,VCCO_35,,,,,,,,,,,,,,,,,,,,,,,VCCO_35,
35,K20,,VCCO_35,,,,,,,,,,,,,,,,,,,,,,,VCCO_35,
35,M16,,VCCO_35,,,,,,,,,,,,,,,,,,,,,,,VCCO_35,
500,B6,,VCCO_MIO0_500,,,,,,,,,,,,,,,,,,,,,,,,
500,D7,,VCCO_MIO0_500,,,,,,,,,,,,,,,,,,,,,,,,
501,E11,,PS_MIO_VREF_501,77.487,78.266,77.8765,,,,,,,,,,,,,,,,,,,,,
501,A13,,VCCO_MIO1_501,,,,,,,,,,,,,,,,,,,,,,,,
501,B16,,VCCO_MIO1_501,,,,,,,,,,,,,,,,,,,,,,,,
501,D12,,VCCO_MIO1_501,,,,,,,,,,,,,,,,,,,,,,,,
501,E15,,VCCO_MIO1_501,,,,,,,,,,,,,,,,,,,,,,,,
502,A3,,VCCO_DDR_502,,,,,,,,,,,,,,,,,,,,,,,,
502,D2,,VCCO_DDR_502,,,,,,,,,,,,,,,,,,,,,,,,
502,E5,,VCCO_DDR_502,,,,,,,,,,,,,,,,,,,,,,,,
502,G1,,VCCO_DDR_502,,,,,,,,,,,,,,,,,,,,,,,,
502,H4,,VCCO_DDR_502,,,,,,,,,,,,,,,,,,,,,,,,
502,L3,,VCCO_DDR_502,,,,,,,,,,,,,,,,,,,,,,,,
502,P2,,VCCO_DDR_502,,,,,,,,,,,,,,,,,,,,,,,,
502,R5,,VCCO_DDR_502,,,,,,,,,,,,,,,,,,,,,,,,
502,U1,,VCCO_DDR_502,,,,,,,,,,,,,,,,,,,,,,,,
502,V4,,VCCO_DDR_502,,,,,,,,,,,,,,,,,,,,,,,,
502,H6,,PS_DDR_VREF0_502,,,,,,,,,,,,,,,,,,,,,,,,
502,P6,,PS_DDR_VREF1_502,,,,,,,,,,,,,,,,,,,,,,,,
,F10,,RSVDGND,71.816,72.538,72.177,,,,,,,,,,,,,,,,,,,,,
,N6,,RSVDVCC3,104.992,106.047,105.5195,,,,,,,,,,,,,,,,,,,,,
,R6,,RSVDVCC2,107.781,108.864,108.3225,,,,,,,,,,,,,,,,,,,,,
,T6,,RSVDVCC1,92.753,93.686,93.2195,,,,,,,,,,,,,,,,,,,,,
,A8,,GND,,,,,,,,,,,,,,,,,,,,,,,GND,GND
,A18,,GND,,,,,,,,,,,,,,,,,,,,,,,GND,GND
,B1,,GND,,,,,,,,,,,,,,,,,,,,,,,GND,GND
,B11,,GND,,,,,,,,,,,,,,,,,,,,,,,GND,GND
,C4,,GND,,,,,,,,,,,,,,,,,,,,,,,GND,GND
,C14,,GND,,,,,,,,,,,,,,,,,,,,,,,GND,GND
,K11,,GND,,,,,,,,,,,,,,,,,,,,,,,GND,GND
,D17,,GND,,,,,,,,,,,,,,,,,,,,,,,GND,GND
,E10,,GND,,,,,,,,,,,,,,,,,,,,,,,GND,GND
,E20,,GND,,,,,,,,,,,,,,,,,,,,,,,GND,GND
,F3,,GND,,,,,,,,,,,,,,,,,,,,,,,GND,GND
,F7,,GND,,,,,,,,,,,,,,,,,,,,,,,GND,GND
,G10,,GND,,,,,,,,,,,,,,,,,,,,,,,GND,GND
,G12,,GND,,,,,,,,,,,,,,,,,,,,,,,GND,GND
,G16,,GND,,,,,,,,,,,,,,,,,,,,,,,GND,GND
,H7,,GND,,,,,,,,,,,,,,,,,,,,,,,GND,GND
,H9,,GND,,,,,,,,,,,,,,,,,,,,,,,GND,GND
,H11,,GND,,,,,,,,,,,,,,,,,,,,,,,GND,GND
,H13,,GND,,,,,,,,,,,,,,,,,,,,,,,GND,GND
,H19,,GND,,,,,,,,,,,,,,,,,,,,,,,GND,GND
,J2,,GND,,,,,,,,,,,,,,,,,,,,,,,GND,GND
,J8,,GND,,,,,,,,,,,,,,,,,,,,,,,GND,GND
,J12,,GND,,,,,,,,,,,,,,,,,,,,,,,GND,GND
,K5,,GND,,,,,,,,,,,,,,,,,,,,,,,GND,GND
,K7,,GND,,,,,,,,,,,,,,,,,,,,,,,GND,GND
,C9,,GND,,,,,,,,,,,,,,,,,,,,,,,GND,GND
,K13,,GND,,,,,,,,,,,,,,,,,,,,,,,GND,GND
,K15,,GND,,,,,,,,,,,,,,,,,,,,,,,GND,GND
,L8,,GND,,,,,,,,,,,,,,,,,,,,,,,GND,GND
,L12,,GND,,,,,,,,,,,,,,,,,,,,,,,GND,GND
,L18,,GND,,,,,,,,,,,,,,,,,,,,,,,GND,GND
,M1,,GND,,,,,,,,,,,,,,,,,,,,,,,GND,GND
,M7,,GND,,,,,,,,,,,,,,,,,,,,,,,GND,GND
,M11,,GND,,,,,,,,,,,,,,,,,,,,,,,GND,GND
,M13,,GND,,,,,,,,,,,,,,,,,,,,,,,GND,GND
,N4,,GND,,,,,,,,,,,,,,,,,,,,,,,GND,GND
,N8,,GND,,,,,,,,,,,,,,,,,,,,,,,GND,GND
,N10,,GND,,,,,,,,,,,,,,,,,,,,,,,GND,GND
,N12,,GND,,,,,,,,,,,,,,,,,,,,,,,GND,GND
,N14,,GND,,,,,,,,,,,,,,,,,,,,,,,GND,GND
,P7,,GND,,,,,,,,,,,,,,,,,,,,,,,GND,GND
,P9,,GND,,,,,,,,,,,,,,,,,,,,,,,GND,GND
,P11,,GND,,,,,,,,,,,,,,,,,,,,,,,GND,GND
,P13,,GND,,,,,,,,,,,,,,,,,,,,,,,GND,GND
,P17,,GND,,,,,,,,,,,,,,,,,,,,,,,GND,GND
,R8,,GND,,,,,,,,,,,,,,,,,,,,,,,GND,GND
,R12,,GND,,,,,,,,,,,,,,,,,,,,,,,GND,GND
,R20,,GND,,,,,,,,,,,,,,,,,,,,,,,GND,GND
,T3,,GND,,,,,,,,,,,,,,,,,,,,,,,GND,GND
,T7,,GND,,,,,,,,,,,,,,,,,,,,,,,GND,GND
,T13,,GND,,,,,,,,,,,,,,,,,,,,,,,GND,GND
,U6,,GND,,,,,,,,,,,,,,,,,,,,,,,GND,GND
,U16,,GND,,,,,,,,,,,,,,,,,,,,,,,GND,GND
,V9,,GND,,,,,,,,,,,,,,,,,,,,,,,GND,GND
,V19,,GND,,,,,,,,,,,,,,,,,,,,,,,GND,GND
,W2,,GND,,,,,,,,,,,,,,,,,,,,,,,GND,GND
,W12,,GND,,,,,,,,,,,,,,,,,,,,,,,GND,GND
,Y5,,GND,,,,,,,,,,,,,,,,,,,,,,,GND,GND
